200 145
89	37
56	28
12	66
13	24
30	25
8	10
5	1
35	9
36	9
20	78
26	32
17	104
52	48
73	33
14	55
24	45
55	15
18	36
107	21
54	45
81	33
10	32
8	10
16	27
22	17
65	62
66	12
15	61
120	49
8	47
143	26
16	107
33	95
5	21
54	40
84	15
32	25
52	45
13	39
86	20
50	77
77	31
24	74
11	12
22	65
27	53
14	46
17	9
15	21
31	6
8	38
23	77
12	35
5	12
20	23
73	40
40	39
64	37
35	55
65	50
54	39
46	80
33	108
21	41
34	5
22	29
9	43
40	53
29	48
19	41
3	14
67	67
12	27
25	5
4	17
65	12
59	80
41	27
39	15
50	16
52	14
5	2
47	16
27	38
12	15
55	14
114	23
58	12
22	20
20	101
54	14
14	40
32	63
30	22
28	8
33	54
21	26
50	14
20	132
16	48
44	16
35	28
33	32
11	51
19	5
13	48
87	43
49	19
64	21
16	33
65	55
35	89
17	44
47	12
63	32
165	34
38	11
20	103
68	49
74	11
21	119
17	92
27	38
47	89
95	51
71	30
27	82
44	21
37	27
6	33
15	21
23	79
58	36
71	29
6	12
9	40
12	28
12	7
37	9
22	29
70	34
10	32
27	20
48	18
49	12
