200 365
112	22
18	47
61	25
9	38
41	8
50	12
21	25
26	57
35	13
35	33
6	4
56	29
12	13
32	9
39	16
10	4
22	35
22	31
24	94
13	11
29	8
64	19
5	3
24	52
18	49
34	23
52	43
5	7
12	2
31	5
8	5
4	9
21	6
10	41
13	4
38	35
29	37
5	20
14	34
8	38
20	28
57	17
25	14
23	72
51	17
60	28
2	10
8	17
10	36
19	25
19	10
19	41
32	11
10	39
6	6
7	2
6	33
5	32
3	19
4	4
3	13
24	21
68	11
10	9
24	10
44	19
26	7
6	11
13	13
2	11
24	4
48	9
30	7
66	25
14	30
18	14
43	34
59	30
10	16
8	33
22	47
18	16
26	13
24	17
26	4
7	28
26	14
30	51
39	25
7	3
19	9
25	6
8	14
18	78
14	17
62	12
15	64
16	5
46	13
27	26
12	63
30	8
36	91
23	31
8	13
22	9
9	50
14	4
8	16
22	12
57	37
7	6
12	36
11	29
30	56
50	62
61	13
4	7
7	33
16	26
12	46
21	27
28	65
4	4
9	19
40	13
6	19
15	22
19	31
21	17
5	6
5	15
30	7
6	19
8	12
11	8
19	21
18	14
3	20
18	3
83	16
16	13
2	7
6	10
37	6
8	3
54	12
39	23
17	58
90	30
12	32
42	11
81	21
58	20
4	23
25	9
3	13
14	35
11	4
9	15
5	23
15	21
18	10
13	88
5	19
42	10
49	8
9	3
13	5
4	11
14	60
37	9
5	20
79	16
5	16
4	8
42	11
19	49
9	8
33	22
34	6
27	12
7	23
4	21
26	7
23	4
9	3
14	59
18	16
16	24
27	49
8	47
8	23
19	14
3	2
1	5
51	8
10	3
30	9
28	96
9	31
30	19
18	55
20	28
23	86
10	18
9	12
21	41
4	2
4	9
31	7
23	68
18	29
69	27
91	14
35	23
61	22
30	9
65	13
18	43
55	12
16	41
11	23
29	20
15	81
30	27
17	23
9	26
15	31
40	73
1	3
28	14
12	11
15	7
2	3
11	4
18	22
12	3
38	19
36	7
4	21
52	14
6	10
7	11
20	8
32	32
24	76
12	15
8	34
2	13
4	1
11	12
9	30
13	39
34	9
20	30
14	35
25	19
31	17
16	30
82	14
33	5
4	27
27	13
97	16
20	56
12	26
43	14
64	17
25	74
8	40
24	10
7	45
52	17
47	68
17	57
11	53
13	35
25	4
7	31
20	58
9	42
16	27
17	11
11	23
10	34
7	12
20	18
23	15
18	22
63	12
42	11
89	17
70	29
12	60
10	33
17	6
2	9
8	17
9	3
11	14
36	31
53	12
10	10
9	26
123	19
20	16
79	28
13	46
18	70
44	9
5	30
5	11
24	39
8	31
36	21
17	28
35	6
30	12
14	18
41	10
21	17
14	6
44	11
80	17
10	56
27	5
17	101
41	7
34	10
19	68
55	50
6	39
40	12
1	3
35	9
21	36
63	15
9	21
50	15
13	6
22	9
7	30
9	37
1	6
55	16
7	25
9	17
22	46
29	18
26	45
33	36
22	11
4	8
5	10
11	2
48	27
4	26
3	7
22	7
16	13
12	19
6	18
16	6
32	12
