200 85
33	132
64	41
103	32
59	9
44	38
123	29
57	62
32	8
25	26
53	39
15	81
17	18
42	63
9	50
44	91
90	68
66	41
29	137
11	31
75	22
22	107
63	132
44	9
31	27
55	18
28	74
58	58
80	16
70	14
38	36
24	27
39	68
99	22
161	41
35	86
17	54
36	81
70	88
42	117
5	32
12	42
25	15
11	55
40	10
26	78
44	29
77	40
86	49
79	64
9	30
121	34
41	12
25	34
19	44
115	22
25	51
16	22
71	22
44	109
41	29
90	87
35	137
31	68
129	44
36	15
17	29
19	54
146	25
21	84
56	67
123	86
30	17
26	61
51	44
25	42
79	32
19	66
36	82
43	34
66	27
36	8
23	19
13	64
62	48
89	45
