200 125
41	12
25	34
19	44
115	22
25	51
16	22
71	22
35	16
9	33
41	29
17	93
18	17
90	87
27	76
35	137
31	68
59	21
70	28
36	15
17	29
19	54
50	23
9	7
79	16
146	25
37	71
61	28
90	32
12	48
7	43
37	10
17	33
64	94
26	16
26	112
11	23
38	78
28	89
44	79
50	24
43	44
9	50
46	18
102	32
29	32
17	14
26	30
17	6
26	24
119	18
34	79
79	30
24	112
63	71
47	49
32	86
52	41
11	69
81	37
76	28
75	47
14	38
24	24
22	37
89	13
77	24
12	47
4	9
10	46
30	7
49	27
26	30
4	20
99	23
53	10
34	70
21	53
26	101
29	74
90	26
34	48
15	59
41	24
8	35
33	73
9	17
12	34
43	17
51	27
12	41
23	38
37	60
18	14
44	46
42	22
9	14
21	8
41	24
78	77
122	53
14	50
67	13
51	57
68	44
38	37
29	96
22	13
46	75
52	59
33	40
40	22
21	18
19	40
54	22
47	24
21	67
13	10
97	36
35	67
17	67
30	43
81	45
16	31
51	24
51	14
